bookID,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher
7352,Tolkien: A Look Behind The Lord of the Rings,Lin Carter,3.76,345215508,9780345215505,eng,211,13,0,8/12/1972,Ballantine Books (NY)
7353,The Lord of the Rings (The Lord of the Rings  #1-3),J.R.R. Tolkien/Rob Inglis,4.5,1402516274,9781402516276,eng,56,151,16,2/22/2002,Recorded Books  Inc.
7360,Midnight in the Garden of Good and Evil,John Berendt,3.92,679643419,9780679643418,eng,388,983,79,9/27/2005,Modern Library
7361,Tom's Midnight Garden,Philippa Pearce,4.07,140364544,9780140364545,eng,238,155,10,10/28/1993,Puffin Books
7366,Animals in Translation: Using the Mysteries of Autism to Decode Animal Behavior,Temple Grandin/Catherine  Johnson,4.14,156031442,9780156031448,eng,358,7633,975,1/2/2006,Harcourt
7370,God's Covenant with Animals: A Biblical Basis for the Humane Treatment of All Creatures,J.R. Hyland,4,1930051158,9781930051157,eng,128,15,4,6/1/2000,Lantern Books
7375,Lafayette,Harlow Giles Unger,4.37,471468851,9780471468851,eng,452,660,92,11/1/2003,Wiley (TP)
7388,My Pride and Joy: An Autobiography,George  Adamson,4.23,671624970,9780671624972,en-US,304,134,12,12/31/1987,Simon & Schuster
7389,Runaways  Vol. 1: Pride and Joy,Brian K. Vaughan/Adrian Alphona,3.97,785113797,9780785113799,eng,144,24754,859,12/6/2006,Marvel
7393,Sky's Pride and Joy (Bachelor Gulch #8),Sandra Steffen,3.33,373194862,9780373194865,eng,192,3,0,11/24/2000,Silhouette Romance
7400,The Baby Emergency (Tennengarrah Clinic #1),Carol Marinelli,3.6,263181499,9780263181494,eng,285,0,0,6/1/2004,Mills & Boon
7415,The Shaping of America: A Geographical Perspective on 500 Years of History: Volume 2: Continental America  1800-1867,D.W. Meinig,4.19,300062907,9780300062908,eng,636,26,2,2/22/1995,Yale University Press
7420,The Basic Bakunin,Mikhail Bakunin/Robert M. Cutler,3.77,879757450,9780879757458,eng,248,100,3,5/1/1992,Prometheus Books
7422,Berlioz: Servitude and Greatness  1832-1869 (Volume 2),David Cairns,4.27,520240588,9780520240582,en-US,907,3,0,10/1/2003,University of California Press
7430,The Nubian Prince,Juan Bonilla/Esther Allen,3.54,805077812,9780805077810,en-US,258,61,10,6/27/2006,Metropolitan Books
7432,Pardonable Lies (Maisie Dobbs  #3),Jacqueline Winspear,4.09,312426216,9780312426217,eng,359,23318,1704,6/27/2006,Picador USA
7437,Naked Lunch,William S. Burroughs/James Grauerholz/Barry Miles,3.46,802140181,9780802140180,eng,289,65998,2497,1/26/2004,Grove Press
7439,Naked Lunch: The Restored Text,William S. Burroughs,3.46,7204442,9780007204441,eng,289,509,65,5/3/2005,HarperCollins Publishers
7444,The Electric Kool-aid Acid Test/The Kandy Kolored Tangerine Flake Streamline Baby/Radical Chic & Mau Mauing the Flak Catchers,Tom Wolfe,3.97,965079929,9780965079921,eng,943,299,14,12/1/1990,Quality Paperback Book Club
7445,The Glass Castle,Jeannette Walls,4.27,074324754X,9780743247542,eng,288,808656,46176,1/17/2006,Scribner
7453,Same Sex in the City,Lauren  Levin/Lauren Blitzer,3.62,1416916326,9781416916321,eng,250,389,37,6/1/2006,Gallery Books
7454,Sex and the City: Kiss and Tell,Amy Sohn/Sarah Jessica Parker,4.01,743456815,9780743456814,en-US,160,86,6,10/15/2002,Pocket Books
7477,Human Traces,Sebastian Faulks,3.63,375502262,9780375502262,en-US,563,39,12,9/30/2006,Random House (NY)
7480,The Girl at the Lion d'Or,Sebastian Faulks,3.58,375704531,9780375704536,eng,246,4630,272,12/7/1999,Vintage
7482,Human Traces,Sebastian Faulks,3.63,99458268,9780099458265,eng,793,3541,274,7/6/2006,Vintage
7493,Founding Brothers: The Revolutionary Generation,Joseph J. Ellis,3.93,375705244,9780375705243,eng,290,37996,1631,2/5/2002,BALLANTINE BOOKS
7494,Suzanne's Diary for Nicholas,James Patterson,4.17,446611085,9780446611084,eng,289,131662,4267,8/1/2003,Vision
7501,Hitler's Willing Executioners: Ordinary Germans and the Holocaust,Daniel Jonah Goldhagen,3.68,349107866,9780349107868,en-GB,634,87,7,3/3/1997,Abacus
7503,Hitler's Willinge Vollstrecker: Ganz gewöhlnliche Deutsche und der Holocaust,Daniel Jonah Goldhagen,3.68,344275500X,9783442755004,ger,728,6,1,7/1/1999,Wilhelm Goldmann Verlag  GmbH
7505,Beach Girls,Luanne Rice,4.06,553587242,9780553587241,eng,448,8113,234,8/3/2004,Bantam
7510,The Beach House,James Patterson/Peter de Jonge,3.84,446612545,9780446612548,eng,356,74386,1674,5/1/2003,Grand Central Publishing
7512,The Beach House (Beach House #1),Mary Alice Monroe,4.2,778322947,9780778322948,eng,491,10716,1029,4/25/2006,Mira Books
7515,The Beach House,James Patterson/Peter de Jonge,3.84,316969680,9780316969680,eng,358,717,57,6/10/2002,Little  Brown and Company
7520,Path of the Assassin (Scot Harvath  #2),Brad Thor,4.17,141651631X,9781416516316,eng,367,15270,485,7/1/2005,Pocket Books
7524,Presidential Assassins (History Makers),Patricia D. Netzley,3.6,1560066237,9781560066231,eng,112,5,1,9/1/1999,Lucent Books
7526,The Blind Side: Evolution of a Game,Michael   Lewis,4.18,039306123X,9780393061239,eng,304,24677,1924,9/17/2006,W. W. Norton  Company
7527,The Blind Watchmaker,Richard Dawkins,4.08,393315703,9780393315707,eng,468,1093,77,9/17/1996,W. W. Norton  Company
7529,I Love Everybody (and Other Atrocious Lies),Laurie Notaro,3.97,812969006,9780812969009,en-US,228,9648,587,6/8/2004,Villard Books
7530,Autobiography of a Fat Bride: True Tales of a Pretend Adulthood,Laurie Notaro,3.98,037576092X,9780375760921,en-US,257,8009,455,7/8/2003,Villard
7531,The Idiot Girls' Action-Adventure Club: True Tales from a Magnificent and Clumsy Life,Laurie Notaro,3.88,375760911,9780375760914,en-GB,225,16133,1099,7/2/2002,Villard
7533,We Thought You Would Be Prettier: True Tales of the Dorkiest Girl Alive,Laurie Notaro,3.92,812969014,9780812969016,eng,223,10040,439,4/19/2005,Villard
7534,There's a (Slight) Chance I Might Be Going to Hell: A Novel of Sewer Pipes  Pageant Queens  and Big Trouble,Laurie Notaro,3.55,1400065011,9781400065011,eng,320,36,8,5/29/2007,Villard
7536,Anleitung zum Zickigsein,Laurie Notaro,3.88,3404149475,9783404149476,ger,254,2,1,8/1/2003,Lübbe
7543,The Psychology of Winning,Denis Waitley,4.21,425099997,9780425099995,eng,176,1332,64,10/15/1986,Berkley
7549,Jimmy Corrigan: El Chico más Listo del Mundo,Chris Ware,4.09,1594972079,9781594972072,spa,380,12,1,7/25/2006,Public Square Books
7551,The Acme Novelty Library #17,Chris Ware,4.35,1897299028,9781897299029,eng,64,772,21,11/28/2006,Drawn and Quarterly
7552,The Acme Novelty Library,Chris Ware,4.31,375422951,9780375422959,en-US,108,2786,77,9/20/2005,Pantheon Books
7554,The Acme Novelty Datebook  Vol. 1  1986-1995,Chris Ware,4.17,1896597661,9781896597669,eng,208,504,23,11/26/2013,Drawn and Quarterly
7556,Quimby The Mouse,Chris Ware,4.09,022407265X,9780224072656,en-US,69,1411,32,11/20/2003,Jonathan Cape
7559,Candide: or  Optimism,Voltaire/Chris Ware/Theo Cuffe/Michael  Wood,3.77,143039423,9780143039426,eng,155,1929,193,10/25/2005,Penguin Group
7572,Even Cowgirls Get the Blues,Tom Robbins,3.76,1842430246,9781842430248,eng,366,44664,1483,10/11/2001,No Exit Press
7577,Even Cowgirls Get the Blues & My Own Private Idaho,Gus Van Sant/Tom Robbins,3.76,571169201,9780571169207,eng,199,97,2,2/21/1994,Faber  Faber
7579,Awakening the Buddha Within: Eight Steps to Enlightenment,Surya  Das,4.19,767901576,9780767901574,en-US,432,12034,285,6/15/1998,Harmony
7580,Iran Awakening: A Memoir of Revolution and Hope,Shirin Ebadi,4.14,1400064708,9781400064700,eng,232,3187,267,5/2/2006,Random House (NY)
7581,The Book of Awakening: Having the Life You Want by Being Present to the Life You Have,Mark Nepo,4.31,1573241172,645241001173,eng,438,5495,295,5/31/2000,Conari Press
7582,Awakening Intuition: Using Your Mind-Body Network for Insight and Healing,Mona Lisa Schulz/Christiane Northrup,3.93,609804243,9780609804247,eng,397,317,32,4/20/1999,Three Rivers Press
7584,The Grace Awakening: Believing in Grace Is One Thing. Living it Is Another,Charles R. Swindoll,4.33,849911885,9780849911880,eng,306,2068,63,11/19/2006,Thomas Nelson
7585,Spring's Awakening,Frank Wedekind/Eric Bentley,3.8,1557832455,9781557832450,eng,126,3378,137,4/1/2000,Applause Books
7586,Awakening at Midlife: A Guide to Reviving Your Spirit  Recreating Your Life  and Returning to Your Truest Self,Kathleen A. Brehony,3.99,1573226327,9781573226325,en-US,384,64,8,9/1/1997,Riverhead Books
7588,A Portrait of the Artist as a Young Man,James Joyce/Seamus Deane,3.61,142437344,9780142437346,eng,329,108179,3536,3/25/2003,Penguin Classics
7590,A Portrait of the Artist As a Young Man,James Joyce/Walter Hettche/Hans Walter Gabler/John Paul Riquelme/John Mitchel/Michael Davitt/Canon  Doyle/Pádraic Pearse/Ignatius of Loyola/Giovanni Pietro Pinamont/Walter Pater/Oscar Wilde/Douglas Hyde/Kenneth Burke/Umberto Eco/Hugh Kenner/Hélène Cixous/Karen Lawrence/Maud Ellmann/Bonnie Kime Scott/Joseph Valente/Marian Eide/Pericles Lewis/Jonathan Mulrooney/J.M. Synge,3.61,393926796,9780393926798,eng,490,359,35,5/1/2007,W. W. Norton & Company
7591,A Portrait of the Artist as a Young Man,James Joyce/Jim Norton,3.61,9626343664,9789626343661,eng,368,27,8,8/1/2005,Naxos Audiobooks
7592,A Portrait of the Artist as a Young Man,James Joyce/Langdon Hammer,3.61,451530152,9780451530158,eng,256,419,46,6/6/2006,Signet Classics
7596,Vincent Van Gogh: Portrait of an Artist,Jan Greenberg/Sandra Jordan,3.94,440419174,9780440419174,eng,144,220,38,1/14/2003,Yearling
7598,A Study Guide to Gabriel Garcia Marquez' One Hundred Years of Solitude,Gabriel García Márquez/Brenda K. Marshall/F. Murray Abraham,4.11,1570421129,9781570421129,eng,0,75,2,4/1/2006,Warner Adult
7599,One Hundred Years of Solitude,Gabriel García Márquez/Gregory Rabassa,4.07,006112009X,9780061120091,eng,448,1608,212,5/30/2006,Harper Perennial Modern Classics
7600,One Hundred Years Of Solitude,Gabriel García Márquez,4.07,1857152239,9781857152234,eng,416,376,53,9/21/1995,Everyman
7603,Reading Lolita in Tehran: A Memoir in Books,Azar Nafisi,3.61,081297106X,9780812971064,eng,356,106493,6561,12/30/2003,Random House Trade Paperbacks
7606,The Annotated Lolita,Vladimir Nabokov/Alfred Appel,4.28,679727299,9780679727293,eng,457,2965,358,4/23/1991,Vintage Books
7608,Lolita,Vladimir Nabokov/Jeremy Irons,3.89,739322060,9780739322062,eng,12,787,239,4/26/2005,Random House Audio
7609,Nacho and Lolita,Pam Muñoz Ryan/Claudia Rueda,3.97,439269687,9780439269681,eng,40,34,5,10/1/2005,Scholastic Press
7610,Reading Lolita in Tehran,Azar Nafisi,3.61,7178484,9780007178483,eng,343,325,56,1/2/2004,Fourth Estate
7611,sex.lies.murder.fame.,Lolita Files,3.79,60786809,9780060786809,eng,368,205,27,1/10/2006,Amistad
7613,Animal Farm,George Orwell/Boris Grabnar/Peter Škerl,3.93,452284244,9780452284241,eng,122,2111750,29677,5/6/2003,NAL
7615,Farm Animals (A Chunky Book),Phoebe Dunn,3.86,394862546,9780394862545,eng,28,35,4,2/12/1984,Random House Books for Young Readers
7624,Lord of the Flies,William Golding,3.68,140283331,9780140283334,eng,182,2036679,26199,10/1/1999,Penguin Books
7633,Good Soldier Svejk And His Fortunes In The World,Jaroslav Hašek,4.11,141184280,9780141184289,eng,752,91,10,10/3/2000,Penguin Classic
7637,The Good Soldier,Ford Madox Ford/Frank Kermode,3.72,1593082681,9781593082680,eng,256,264,35,3/28/2005,Barnes  Noble Classics
7656,Fahrenheit 451,Ray Bradbury,3.99,8445074873,9788445074879,eng,186,5733,606,4/1/2004,Del Rey
7661,Next,Michael Crichton,3.5,60872985,9780060872984,eng,431,59354,2540,11/28/2006,Harper
7662,Three Complete Novels: The Andromeda Strain / The Terminal Man / The Great Train Robbery,Michael Crichton,4.06,517084791,9780517084793,eng,688,1004,31,3/1/1993,Wings
7663,A Case of Need,Jeffery Hudson/Michael Crichton,3.72,451210638,9780451210630,eng,416,17135,654,8/5/2003,Signet
7664,A New Collection of Three Complete Novels: Congo / Sphere / Eaters of the Dead,Michael Crichton,3.99,517101351,9780517101353,eng,720,960,27,3/6/1994,Wings Books
7665,Travels,Michael Crichton,3.95,60509058,9780060509057,eng,400,7084,514,11/5/2002,Harpperen
7668,Rising Sun,Michael Crichton,3.63,606298231,9780606298230,eng,399,42645,717,8/30/2004,Turtleback Books
7670,The Andromeda Strain (Andromeda  #1),Michael Crichton,3.89,60541814,9780060541811,eng,327,202043,2850,10/28/2003,Avon Books
7672,Congo,Michael Crichton,3.59,60541830,9780060541835,eng,442,144636,1546,10/28/2003,Avon Books
7673,Eaters of the Dead,Michael Crichton,3.67,60891564,9780060891565,eng,304,28367,1096,8/29/2006,Avon
7674,The Michael Crichton Collection: Airframe / The Lost World / Timeline,Michael Crichton/Stephen Lang/Anthony Heald/Blair Brown,4.16,739340336,9780739340332,en-GB,0,267,7,8/29/2006,Random House Audio
7677,Jurassic Park (Jurassic Park  #1),Michael Crichton,4.02,030734813X,9780307348135,spa,480,451443,3647,4/4/2006,Plaza y Janes
7679,The Terminal Man,Michael Crichton,3.36,60092572,9780060092573,eng,266,21457,576,11/5/2002,Avon
7681,Five Patients,Michael Crichton,3.48,345354648,9780345354648,eng,204,4828,97,1/13/1989,Ballantine Books
7684,Twister,Michael Crichton/Anne-Marie Martin,3.63,345409701,9780345409706,eng,182,18,1,4/7/1999,Ballantine Books
7687,Peter Pan and Other Plays,J.M. Barrie/Peter Hollindale,3.97,192839195,9780192839190,eng,384,366,21,7/15/1999,Oxford University Press
7694,Management Information Systems: Managing the Digital Firm,Kenneth C. Laudon/Jane P. Laudon,3.5,131538411,9780131538412,en-US,736,231,16,3/1/2005,Prentice Hall
7695,Holy the Firm,Annie Dillard,4.22,60915439,9780060915438,eng,76,3722,339,12/30/1998,Harper Perennial
7697,Persian Mirrors: The Elusive Face of Iran,Elaine Sciolino,3.82,743284798,9780743284790,eng,432,546,53,10/3/2005,Free Press
7700,Plays: Mrs Warren's Profession/Man and Superman/Major Barbara/Pygmalion,George Bernard Shaw/Sandie Byrne,3.94,393977536,9780393977530,eng,551,125,6,5/16/2002,W.W. Norton & Company
7707,Pygmalion & My Fair Lady,George Bernard Shaw/Alan Jay Lerner,4.26,451530098,9780451530097,eng,240,14962,61,3/7/2006,Signet
7708,Saint Joan/Major Barbara/Androcles and the Lion,George Bernard Shaw,3.67,394604806,9780394604800,eng,479,11,5,11/12/1979,Modern Library/Random House (NY)
7714,Pygmalion,George Bernard Shaw,3.9,486282228,9780486282220,eng,82,76944,1636,10/20/1994,Dover Publications
7716,Plays Pleasant,George Bernard Shaw/Dan H. Laurence/W.J. McCormack,3.9,140437940,9780140437942,eng,336,265,10,3/27/2003,Penguin Classics
7717,The Metamorphosis,Peter Kuper/Franz Kafka/Kerstin Hasenpusch,3.79,1400047951,9781400047956,eng,78,181,26,8/5/2003,Crown
7718,The Metamorphosis (Graphic Novel Adaptation),Peter Kuper/Franz Kafka/Kerstin Hasenpusch,3.79,1400052998,9781400052998,eng,80,3192,307,7/20/2004,Broadway Books
7721,The Metamorphosis,Franz Kafka/Stanley Corngold,3.81,393967972,9780393967975,eng,232,663,48,2/17/1996,W. W. Norton & Company
7723,The Metamorphosis and Other Stories,Franz Kafka/Jason Baker/Donna Freed,4.03,1593080298,9781593080297,eng,224,38114,793,7/1/2003,Barnes  Noble Classics
7724,The Metamorphosis and Other Stories,Franz Kafka/Stanley Appelbaum,4.03,486290301,9780486290300,eng,88,2474,126,4/12/1996,Dover Publications
7731,Antigone's Claim: Kinship Between Life and Death,Judith Butler,3.76,231118953,9780231118958,en-US,118,433,20,5/23/2002,Columbia University Press
7733,Gulliver's Travels,Jonathan Swift/Robert DeMaria Jr.,3.57,141439491,9780141439495,eng,306,194738,3485,1/30/2003,Penguin
7734,Gulliver's Travels,Jonathan Swift/Claude Julien Rawson/Ian Higgins,3.57,192805347,9780192805348,eng,422,258,21,3/10/2005,Oxford University Press
7737,Gulliver's Travels,Jonathan Swift/David Case,3.57,1400102723,9781400102723,eng,0,4,1,10/1/2006,Tantor Media
7739,Gulliver's Travels,Gill Harvey/Jonathan Swift,3.35,794503292,9780794503291,eng,64,13,3,1/29/2008,Usborne Books
7740,Gulliver's Travels,Martin Woodside/Jamel Akib/Arthur Pober/Jonathan Swift,3.97,1402726627,9781402726620,eng,160,933,26,3/28/2006,Sterling
7741,Gulliver's Travels,Jonathan Swift/Robert Hardy,3.57,1844560341,9781844560349,eng,3,8,0,1/1/2001,Hodder Audio
7742,Ahab's Wife  or The Star-Gazer,Sena Jeter Naslund,4.03,60838744,9780060838744,eng,704,40049,2391,8/2/2005,William Morrow Paperbacks
7747,Fear and Loathing in Las Vegas,Hunter S. Thompson/Ralph Steadman,4.08,7204493,9780007204496,eng,230,3472,251,4/4/2005,Harper Perennial
7748,Fear and Loathing on the Campaign Trail '72,Hunter S. Thompson,4.12,446698229,9780446698221,eng,481,17227,662,10/1/2006,Warner Books (NY)
7749,Fear and Loathing in Las Vegas,Hunter S. Thompson/Ralph Steadman,4.08,446313939,9780446313933,eng,208,274,28,12/1/1982,Warner Books
7752,Fear and Loathing in America: The Brutal Odyssey of an Outlaw Journalist  1968-1976,Hunter S. Thompson,4.08,684873168,9780684873169,eng,784,3787,84,12/4/2001,Simon  Schuster
7757,Cliffsnotes on Beckett's Waiting for Godot and Other Plays,James Lamar Roberts/Jeffrey Fisher,3.67,822013541,9780822013549,eng,72,3,0,7/28/1980,Cliffs Notes
7763,The Joy Luck Club,Amy Tan,3.92,143038095,9780143038092,eng,288,565524,7255,9/21/2006,Penguin Books
7769,Dr. Seuss's ABC,Dr. Seuss,4.08,679882812,9780679882817,eng,21,27139,731,11/26/1996,Random House
7772,Dr. Seuss's Sleep Book,Dr. Seuss,4.17,394800915,9780394800912,eng,58,8967,351,7/24/2012,New York: Random House
7775,Happy Birthday to You!,Dr. Seuss,4.13,394800761,9780394800769,eng,64,4344,262,8/12/1959,Random House Books for Young Readers
7777,McElligot's Pool,Dr. Seuss,4.06,394800834,9780394800837,eng,64,4560,253,9/12/1947,Random House Books for Young Readers
7778,The Cat in the Hat,Dr. Seuss,4.17,679891110,9780679891116,eng,61,289,4,11/11/1997,Random House Books for Young Readers
7779,Horton Hears a Who!,Dr. Seuss,4.18,679800034,9780679800033,eng,64,89920,1207,10/10/1990,Random House Books for Young Readers
7781,The 500 Hats of Bartholomew Cubbins,Dr. Seuss,4.04,039484484X,9780394844848,eng,56,13097,324,12/9/1989,Random House Books for Young Readers
7783,Oh Say Can You Say?,Dr. Seuss,4.01,7175221,9780007175222,eng,36,5868,162,11/1/2005,London : Collins  2004.
7784,The Lorax,Dr. Seuss,4.35,679889108,9780679889106,eng,72,260054,3532,2/24/1998,Random House Books for Young Readers
7785,I Can Read With My Eyes Shut!,Dr. Seuss,4.2,7158513,9780007158515,eng,48,16917,444,5/6/2003,HarperCollinsChildren’sBooks
7786,¡Horton escucha a quién!,Dr. Seuss/Yanitzia Canetti,4.18,1930332351,9781930332355,spa,64,29,4,3/1/2003,Lectorum Publications
7788,The Cat in the Hat and Other Dr. Seuss Favorites,Dr. Seuss/Various,4.42,807218731,9780807218730,eng,61,50844,160,10/14/2003,Listening Library (Audio)
7789,Daisy-Head Mayzie,Dr. Seuss,3.87,679867120,9780679867128,eng,56,3196,137,1/11/1995,Random House Books for Young Readers
7791,Dr. Seuss Goes to War: The World War II Editorial Cartoons of Theodor Seuss Geisel,Richard H. Minear/Art Spiegelman/Dr. Seuss,4.16,1565847040,9781565847040,eng,272,1282,102,9/1/2001,The New Press
7793,Dr. Seuss's ABC (Book & CD),Dr. Seuss,4.08,375834966,9780375834967,eng,64,8,0,1/5/2005,Random House Books for Young Readers
7796,Cattus Petasatus: The Cat in the Hat in Latin,Dr. Seuss/Jennifer Morrish Tunberg/Terence Tunberg/Terence O. Tunberg/Guenevera Tunberg/Terentio Tunberg,4.17,865164711,9780865164710,lat,75,63,9,5/6/2005,Bolchazy-Carducci Publishers
7797,Ten Apples Up On Top!,Theo LeSieg/Dr. Seuss/Roy McKie,4.12,7169973,9780007169979,eng,62,31251,494,8/4/2003,HarperCollinsChildren’sBooks
7803,The Legacy of Luna: The Story of a Tree  a Woman  and the Struggle to Save the Redwoods,Julia Butterfly Hill,3.95,62516590,9780062516596,eng,262,1844,220,4/3/2001,HarperOne
7805,Pale Fire,Vladimir Nabokov,4.15,141185260,9780141185262,eng,246,32544,1610,8/31/2000,Penguin Books Ltd
7806,Nabokov's Pale Fire: The Magic of Artistic Discovery,Brian Boyd,4.22,691089574,9780691089577,eng,320,172,22,11/4/2001,Princeton University Press
7807,Novels 1955–1962: Lolita / Pnin / Pale Fire / Lolita: A Screenplay,Vladimir Nabokov/Brian Boyd,4.41,1883011191,9781883011192,eng,916,547,39,10/1/1996,Library of America
7811,A Friend of the Earth,T. Coraghessan Boyle,3.67,747553467,9780747553465,eng,275,30,3,10/8/2001,Bloomsbury Paperbacks
7815,The Year of Magical Thinking,Joan Didion,3.89,1400078431,9781400078431,eng,227,120758,8711,2/13/2007,Vintage
7821,Seduction and Betrayal: Women and Literature,Elizabeth Hardwick/Joan Didion,4.01,940322781,9780940322783,eng,224,269,26,8/31/2001,NYRB Classics
7830,After Henry,Joan Didion,3.83,679745394,9780679745396,eng,320,1205,100,4/27/1993,Vintage
7838,O Ano do Pensamento Mágico,Joan Didion,3.89,8520918867,9788520918869,por,224,82,9,5/24/2006,Nova Fronteira
7841,Another Day in Paradise: The Fourth Sherman's Lagoon Collection,Jim Toomey,4.35,740720120,9780740720123,eng,130,68,1,9/6/2001,Andrews McMeel Publishing
7842,Another Day in Cubicle Paradise,Scott Adams,4.01,740721941,9780740721946,eng,128,416,11,3/1/2002,Andrews McMeel Publishing
7845,Moby Dick,Herman Melville,3.5,140620621,9780140620627,eng,536,701,78,1/1/1994,Penguin Books/Penguin Popular Classics
7847,Moby-Dick,Herman Melville/Nathaniel Philbrick,3.5,142000086,9780142000083,en-US,625,1022,165,9/1/2001,Penguin Books
7848,Moby-Dick; or  The Whale,Herman Melville/Rockwell Kent/Elizabeth Hardwick,3.5,067978327X,9780679783275,eng,896,557,87,10/10/2000,Modern Library
7849,Moby Dick  or The Whale,Herman Melville/Harrison Hayford/Hershel Parker,3.5,810119110,9780810119116,en-US,573,106,19,9/19/2001,Northwestern University Press
7850,The Girl in the Flammable Skirt,Aimee Bender,3.88,385492162,9780385492164,eng,192,6591,661,8/17/1999,Anchor
7855,Planet of Slums,Mike  Davis,3.92,1844670228,9781844670222,eng,228,1727,173,3/1/2006,Verso
7859,Late Victorian Holocausts: El Niño Famines and the Making of the Third World,Mike  Davis,4.11,1859843824,9781859843826,eng,474,1021,101,6/17/2002,Verso
7861,No One Is Illegal: Fighting Racism and State Violence on the U.S.-Mexico Border,Justin Akers Chacón/Mike  Davis,4.08,1931859353,9781931859356,eng,240,237,22,4/1/2006,Haymarket Books
7865,Days Between Stations,Steve Erickson,4,743265696,9780743265690,eng,256,709,49,2/9/2005,Simon & Schuster
7869,The Bourne Identity (Jason Bourne  #1),Robert Ludlum,4.02,752864327,9780752864327,eng,566,368195,3556,3/24/2005,Orion
7881,Little Plum,Rumer Godden/Jean Primrose,4.22,140307370,9780140307375,eng,144,11,1,8/1/1987,Puffin Books
7890,Betsy's Wedding (Betsy-Tacy  #10),Maud Hart Lovelace/Vera Neville,4.31,64405443,9780064405447,en-US,260,4169,155,3/31/1996,HarperTrophy
7891,Betsy and the Great World (Betsy-Tacy  #9),Maud Hart Lovelace/Vera Neville,4.14,64405451,9780064405454,eng,321,4747,148,3/31/1996,HarperTrophy
8540,Blood Sport,Dick Francis,3.89,425199169,9780425199169,eng,288,4600,113,11/2/2004,G.P. Putnam's Sons
8541,Straight,Dick Francis,4.05,042520846X,9780425208465,eng,320,3513,143,2/7/2006,G.P. Putnam's Sons
8542,10 lb Penalty,Dick Francis,3.9,042519745X,9780425197455,eng,320,3490,177,8/3/2004,G.P. Putnam's Sons
8544,Trial Run,Dick Francis,3.83,425199835,9780425199831,eng,272,2004,54,9/7/2004,G.P. Putnam's Sons
8545,Wild Horses,Dick Francis,3.91,425196747,9780425196748,eng,352,2935,154,5/4/2004,G.P. Putnam's Sons
8546,Field of Thirteen,Dick Francis,3.73,042519499X,9780425194997,eng,304,2053,85,3/2/2004,G.P. Putnam's Sons
8548,Driving Force,Dick Francis,3.96,449221393,9780449221396,eng,384,2635,107,12/29/1993,Fawcett Books
8551,Flying Finish,Dick Francis,3.97,515125601,9780515125603,eng,276,2587,89,8/1/1999,Jove
8552,Bolt (Kit Fielding  #2),Dick Francis,4.04,425202887,9780425202883,eng,288,5043,121,5/3/2005,G.P. Putnam's Sons
8557,Come to Grief (Sid Halley  #3),Dick Francis,4.01,425207188,9780425207185,eng,384,3786,134,12/6/2005,G.P. Putnam's Sons
8559,Enquiry,Dick Francis,3.96,425197050,9780425197059,en-US,272,96,4,7/6/2004,G.P. Putnam's Sons
8568,Odds Against (Sid Halley  #1),Dick Francis,4.06,425198006,9780425198001,eng,288,3749,130,2/1/2005,G.P. Putnam's Sons
8572,Banker,Dick Francis,4.06,718132386,9780718132385,eng,288,3092,132,10/3/2000,Michael Joseph
8574,Whip Hand (Sid Halley  #2),Dick Francis,4.1,425203549,9780425203545,eng,304,5108,143,6/7/2005,G.P. Putnam's Sons
8581,A Jockey's Life: The Biography of Lester Piggott,Dick Francis,3.59,449213307,9780449213308,eng,468,82,2,7/12/1987,Fawcett
8582,The Dick Francis Treasury of Great Racing Stories,Dick Francis/John Welcome,3.79,449220494,9780449220498,eng,221,64,3,3/22/1992,Fawcett
8583,Come to Grief / Decider / Wild Horses,Dick Francis,4.09,399143068,9780399143069,eng,707,32,0,11/10/1997,Putnam Adult
8586,Odds Against,Dick Francis,4.06,515125512,9780515125511,eng,277,56,4,4/1/2000,Jove
8598,Eats  Shoots & Leaves: Why  Commas Really Do Make a Difference!,Lynne Truss/Bonnie Timmons,4.15,399244913,9780399244919,eng,32,1371,205,7/25/2006,G.P. Putnam's Sons Books for Young Readers
8601,Talk to the Hand: The Utter Bloody Rudeness of Everyday Life,Lynne Truss,3.33,1861979339,9781861979339,eng,214,204,30,10/24/2005,Profile Books
8614,The Spice and Herb Bible,Ian Hemphill/Kate Hemphill,4.25,778801462,9780778801467,eng,606,155,16,9/14/2006,Robert Rose
8627,Master and Commander (Aubrey/Maturin   #1),Patrick O'Brian,4.1,393325172,9780393325171,en-US,459,541,95,10/17/2003,W. W. Norton  Company
8628,The Making of Master and Commander: The Far Side of the World,Tom McGregor,3.97,393325539,9780393325539,eng,168,96,13,10/17/2003,W. W. Norton  Company
8630,The Ionian Mission (Aubrey/Maturin  #8),Patrick O'Brian/Simon Vance,4.32,786177837,9780786177837,eng,10,3659,80,10/1/2005,Blackstone Audiobooks
8632,Her Master and Commander (Just Ask Reeves  #1),Karen Hawkins,3.8,60584084,9780060584085,eng,372,799,31,2/28/2006,Avon
8643,Strange Sounds: Music  Technology & Culture,Timothy D. Taylor,3.77,415936845,9780415936842,eng,278,26,0,10/14/2001,Routledge
8645,Stanley Park,Timothy  Taylor,3.57,1582432902,9781582432908,eng,436,1818,89,9/25/2003,Counterpoint LLC
